序号,桶,桶名,现结论,主题,建议处置,命中规则,在正式名单内,参数摘要
1130,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,门急诊与住院业务,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,在配药质量管理环节，系统基于药品使用准则，对未做皮试或皮试结果阳性等异常处方的配药操作提供额外的控制功能，确保用药安全。 +------------------
1131,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,门急诊与住院业务,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,在门诊退药模式中，根据实际需要退回的药品数量和种类，系统支持部分退药或全部退药。部分退药后，原已发药的数据将被作废，并自动生成一条新的、扣减了退药数量的发药数据
1140,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,门急诊与住院业务,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,在处方审核模式中，系统同时支持人工审核和自动审核两种方式。人工审核由药师在系统中操作完成；自动审核则通过与合理用药系统的接口，由系统自动完成处方审查。在审核操作
1149,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,药事与药房,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,系统支持对来自同一生产厂家的药品，按照不同的生产批号、采购价格和有效期进行精细化的分批次入库管理。 +-----------------------------
1153,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,门急诊与住院业务,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,系统提供了对门诊药房库存进行全面盘点的功能，并支持按照药品分类、存放库位、剂型等不同维度来组织和进行盘点。 +-------------------------
1154,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,药事与药房,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,盘点范围不仅限于当前有库存的药品，也支持将当前库存为零的药品以及当前处于禁用状态的药品纳入盘点清单，以保证库存账目的完整性。 +----------------
1170,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,门急诊与住院业务,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,在库房管理模块中，系统提供多种基本的统计查询功能，包括门诊药房库存查询、药品价格信息查询、门诊发药记录查询、申领历史查询、药房账簿查询、汇总月报、库存日报、失效
1171,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,药事与药房,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,在库房效期管理中，系统提供药品有效期的自动报警功能，能够统计即将过期和已过期药品的品种数量及金额，并对库存量不足的药品进行提示。 +--------------
1414,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,护理与病历文书,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,护理文书生成支持预设项目自动匹配或人工勾选两种模式，确保文书内容无偏差、无遗漏；可对接医院无纸化病案系统实现文书电子化归档，同时支持通过打印机输出纸质记录单，兼
1417,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,门急诊与住院业务,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,否,手术室内区域电子看板屏支持多院区、多住院楼手术信息同步展示，可实时查看手术排程详情及各手术进程动态，清晰呈现每个手术间的具体进展（含患者入室、麻醉开始、手术开始
1419,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,其他,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,否,患者家属等待区域电子看板屏聚焦家属核心需求，与手术室内看板屏进行功能区分，仅展示病房等待、手术中、返回病房等基础手术状态，简洁明了，方便家属快速获取患者手术进展
1438,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,数据治理与报表指标,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,统计指定时间段内开展的手术及手术数量，手术名称以ICD-9字典为标准，可查看各项数据的取值明细。 +------------------------------
1450,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,其他,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,统计指定时间段内发生的不良事件名称、发生数量，包含取值明细。 +------------------------------------------------
1451,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,权限审计与系统运维,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,系统整体采用用户、角色、功能权限的多层级管理方式，实现对功能、数据、业务的全面管理。 +------------------------------------
1452,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,权限审计与系统运维,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,提供操作日志管理功能，日志可记录并呈现用户在系统内的所有操作（包括操作人、操作时间、操作内容等）。 +-----------------------------
1453,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,数据治理与报表指标,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,支持基础数据的管理及更新，包括但不限于用户信息、字典信息、麻醉信息、耗材信息、药品信息、器械信息、管路信息等。 +-----------------------
1857,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,医技检验影像,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,系统支持与中心血站、HIS、LIS、集成平台等开放接口对接。 +-------------------------------+----------------
1878,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,其他,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,科室会诊情况明细统计。 +-------------------------------------------------------------------
2010,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,护理与病历文书,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,为方便医生随时随地能为患者服务，满足医生在不同场景便捷的为患者服务。手机移动端基于APP构建医生互联网诊疗服务移动端入口，主要功能住院病人一览表、医嘱查看、报告
2011,D1,D1 快赢——已提供大部，缺口已枚举,部分响应,护理与病历文书,按缺口清单补齐后申请上调（成本低、★ 密度高者优先成版）,说明列描述了已有能力并逐项列出缺口（子项缺）,是,医生能够进入住院病人一览表进行病人管控，显示姓名、床位、性别、年龄、住院号、护理级别、住院天数、病人类型（如：医保病人、新农合病人等）、主治医生、总费用、预交金
